titre,url_source,source_id,source_name,organisme,date_publication,date_limite,categories,tags,eligibilite,perimetre_niveau,perimetre_geo,montant_min,montant_max,resume,url_candidature,email_contact,fingerprint,statut,urgence,is_active,days_remaining
Du théâtre interactif pour sensibiliser les lycéens aux valeurs citoyennes avec Entrées de jeu,https://www.iledefrance.fr/aides-et-appels-a-projets/278,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,Il s'agit de faire réfléchir et débattre les élèves de lycées franciliens en utilisant le débat théâtral et de débattre pendant 2 h sur des thèmes liés aux valeurs citoyennes.,,contact@entreesdejeu.com,440f6a8cce04459e,ouvert,confortable,True,178
Programme « Le Parcours citoyen » avec l'Association Expressions de France,https://www.iledefrance.fr/aides-et-appels-a-projets/400,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,"Il s'agit d'élargir les centres d'intérêt et les réflexions des élèves sur les grands débats de société en leur donnant la parole, ceci afin de les sensibiliser et de les engager sur les enjeux de la citoyenneté.",,pc@expressionsdefrance.org,7192364817aeca2c,ouvert,confortable,True,178
"Programme de Parcours citoyen « Liberté, égalité, laïcité » avec l'Association FEMMES SOLIDAIRES",https://www.iledefrance.fr/aides-et-appels-a-projets/240,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,"Un programme destiné aux lycéens franciliens pour proposer des temps d'échanges afin de favoriser l'écoute de l'autre, développer les valeurs de respect, lutter contre les violences (cyberviolences), les discriminations...",,kvedie@orange.fr,d6a0c89f5b36297d,ouvert,confortable,True,178
"Projet ""Parcours autour de l'engagement citoyen"" avec la Fondation Charles de Gaulle",https://www.iledefrance.fr/aides-et-appels-a-projets/398,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,"Animation d'un parcours pédagogique consacré à l'engagement à partir de la vie et l'action du Général de Gaulle (1ère et 2ème Guerres mondiales, Résistance, liberté, République, nation, valeurs, héritage, patrimoine, mémoire, institutions).",,s.junien-lavillauroy@charles-de-gaulle.org,8b2907e42674faad,ouvert,confortable,True,178
"Programme "" Ensemble c'est tout ! "" avec l'association Citoyenneté Jeunesse",https://www.iledefrance.fr/aides-et-appels-a-projets/280,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,Le programme proposé par l'Association Citoyenneté Jeunesse vise à engager les lycéens franciliens dans un parcours de réflexion et d'expérience autour des enjeux de la citoyenneté et des valeurs de la République.,,administration@citoyennete-jeunesse.org,30d4d09cc9b9d10a,ouvert,confortable,True,178
"Programme ""Mémoire et citoyenneté"" avec Mémoire 2000",https://www.iledefrance.fr/aides-et-appels-a-projets/399,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,"Cette action permet aux jeunes de devenir des citoyens actifs et responsables. Elle a pour but de maintenir, chez eux, un esprit de tolérance et de compréhension mutuelle au-delà des clivages, notamment communautaires.",,contact.memoire2000@gmail.com,659274783b63655d,ouvert,confortable,True,178
Programme d'éducation au dessin de presse et à la citoyenneté avec Dessinez Créez Liberté,https://www.iledefrance.fr/aides-et-appels-a-projets/630,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-09-01,2026-06-30,education-jeunesse,,etablissements,national,Île-de-France,,,"Le programme vise à donner toutes les clés de lecture et une méthode pour décrypter un dessin de presse, amener à réfléchir à l'intention de l'auteur.",,mathieu@dessinezcreezliberte.com,a27dfc280c32f081,ouvert,confortable,True,178
Aide régionale pour le Diplôme d'accès aux études universitaires (DAEU),https://www.iledefrance.fr/aides-et-appels-a-projets/200,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-10-19,2026-02-20,education-jeunesse,Région solidaire,particuliers,national,Île-de-France,,,"Afin de relancer l'ascenseur social et de valoriser le mérite et l'excellence, la Région favorise l'accès à l'enseignement supérieur de tous les Franciliens à travers une aide incitative au passage du DAEU.",,daeu@iledefrance.fr,0f0f12ade5f561e8,ouvert,confortable,True,48
Lutte contre les rixes,https://www.iledefrance.fr/aides-et-appels-a-projets/716,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2024-05-07,2026-12-30,autre,Sécurité|||Région solidaire,associations,national,Île-de-France,,,"La Région soutient les associations qui interviennent (par de la sensibilisation, de la prévention, de l'accompagnement...) pour lutter contre les rixes, phénomène qui s'amplifie dans certains quartiers d'Île-de-France.",,dalla.drame@iledefrance.fr,75897a78159336e5,ouvert,confortable,True,361
Agrément des formations réglementées en travail social - Formation Assistant Familial,https://www.iledefrance.fr/aides-et-appels-a-projets/826,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-12-17,2026-02-06,insertion-emploi,Emploi|||Organismes de formations sanitaires et sociales,"associations, collectivites",national,Île-de-France,,,"La Région délivre les agréments des formations réglementées en travail social sur la base du SRFSS, après avis de la DRIEETS sur la conformité et la qualité de formation. Elle organise un appel à projets pour établir la carte des formations.",,,ed299e65da1d52eb,ouvert,confortable,True,34
PM'up Jeunes pousses industrielles -  pour une réindustrialisation décarbonée,https://www.iledefrance.fr/aides-et-appels-a-projets/613,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-11-03,2026-03-23,environnement-transition,Attractivité|||Emploi,"entreprises, professionnels",national,Île-de-France,,,"La Région aide les entreprises de moins de 250 salariés qui implantent pour la première fois une usine en suivant une stratégie de décarbonation, d'efficacité énergétique et un processus de production circulaire.",,jeunespoussesindustrielles@iledefrance.fr,19cf69e84268fc13,ouvert,confortable,True,79
"Soutien à l'hébergement, aux services et accueils de jour destinés aux femmes en difficulté",https://www.iledefrance.fr/aides-et-appels-a-projets/24,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,"sante-handicap, solidarite-inclusion",Région solidaire,"associations, collectivites",national,Île-de-France,,,"Dans le cadre de son programme Région solidaire, la Région soutient des centres d'accueil et d'hébergement dédiés aux femmes vulnérables (en situation de précarité et de pauvreté).",,solidarites@iledefrance.fr,7bcef12a00f4e211,permanent,permanent,True,
"Aide à l'investissement en faveur de l'accès à l'IVG (centre de planification, éducation familiale)",https://www.iledefrance.fr/aides-et-appels-a-projets/30,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,"sante-handicap, solidarite-inclusion",Région solidaire,collectivites,national,Île-de-France,,,La Région Île-de-France promeut l’égal accès aux soins gynécologiques et obstétriques pour toutes les Franciliennes. Elle soutient l'équipement des centres de planification ou d'éducation familiale.,,magdouda.bendjebla@iledefrance.fr,42630a32c7ec8150,permanent,permanent,True,
Contrat de développement transmission,https://www.iledefrance.fr/aides-et-appels-a-projets/422,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,autre,Attractivité,entreprises,national,Île-de-France,,,"Avec ce dispositif, la Région, en partenariat avec Bpifrance , facilite le financement de la reprise par crédit bancaire en diminuant la charge de remboursement de la dette d’acquisition sur les deux premières années qui suivent la transmission.",,,a4a7faaffd1d5dd3,permanent,permanent,True,
CONTRACEPTION - GROSSESSES PRÉCOCES - IVG,https://www.iledefrance.fr/aides-et-appels-a-projets/390,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2023-03-09,,"sante-handicap, solidarite-inclusion",Région solidaire,"associations, entreprises, collectivites",national,Île-de-France,,,"La Région soutient les structures particulièrement investies sur les questions de santé sexuelle, en particulier pour l’information et l’accès aux droits en matière de sexualité, contraception et IVG, et notamment les têtes de réseaux.",,sante@iledefrance.fr,8c15f7ed8ddea0e7,permanent,permanent,True,
Fonds Île de France Réindustrialisation,https://www.iledefrance.fr/aides-et-appels-a-projets/764,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2024-09-18,,autre,Smart Région|||Emploi|||Attractivité,"entreprises, professionnels",national,Île-de-France,,,"La Région est à l'initiative, avec le soutien de l'UE, d'un fonds d'investissement consacré aux start-up industrielles innovantes qui sont en amorçage ou en phase d’industrialisation, et qui s’engagent à créer des emplois durables en Île-de-France.",,,5e09a17e2418593a,permanent,permanent,True,
Plan route de demain : Agences locales de mobilité et Plans de mobilité,https://www.iledefrance.fr/aides-et-appels-a-projets/611,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Attractivité,"etablissements, associations, collectivites",national,Île-de-France,,,"Pour réduire la congestion routière et anticiper le développement de la route de demain, la Région soutient les projets visant à transformer les usages de la route pour les rendre plus modernes, performants et respectueux de l'environnement.",https://www.iledefrance.fr/actes/deliberations/CP2024-294RAP.pdf,pro.mobilite@iledefrance.fr,69390e2f8f388803,permanent,permanent,True,
Innov'up Expérimentation Silver Economie / Bien vieillir,https://www.iledefrance.fr/aides-et-appels-a-projets/578,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2023-05-01,,"sante-handicap, solidarite-inclusion",Attractivité|||Handicap|||Région solidaire|||Smart Région,"associations, entreprises",national,Île-de-France,,,"La Région, Bpifrance et leurs partenaires accompagnent les TPE, PME et ETI d'Île-de-France qui expérimentent des solutions innovantes en faveur du bien vieillir.",,innovup-silvereco@iledefrance.fr,12c71e05b9471943,permanent,permanent,True,
Soutien à l'équipement des forces de sécurité et à la sécurisation des équipements publics,https://www.iledefrance.fr/aides-et-appels-a-projets/125,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,autre,Sécurité,collectivites,national,Île-de-France,,,"La Région soutient, dans le cadre du « Bouclier de sécurité », la modernisation des forces de police municipale d’Île-de-France et participe à la sécurisation des espaces publics.",,bruno.tellier@iledefrance.fr,88bb93fa2993f0df,permanent,permanent,True,
Aide à la restauration et numérisation d'œuvre d'un fonds patrimonial identifié,https://www.iledefrance.fr/aides-et-appels-a-projets/71,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,,"associations, professionnels, collectivites",national,Île-de-France,,,"La Région soutient la préservation et la conservation d'œuvres issues d'un fonds identifié. Constitutives du patrimoine matériel et immatériel, ces archives présentent un réel intérêt à être valorisées auprès du public.",,heloise.maille-virole@iledefrance.fr,e1e116f800b1d402,permanent,permanent,True,
PASS 2 ENTREPRENEUR#LEADER : JE FINANCE MON ENTREPRISE,https://www.iledefrance.fr/aides-et-appels-a-projets/793,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-04-01,,autre,Emploi|||Attractivité,"entreprises, professionnels, particuliers",national,Île-de-France,,,La Région Île-de-France s'engage pour la création/reprise d'entreprise en contribuant au financement d'accompagnements individuels réalisés par ses partenaires-experts. Obtenez un microcrédit ou un prêt avec le Pass 2 « Je finance mon entreprise ».,,aides.economiques@iledefrance.fr,4baab872f69117bd,permanent,permanent,True,
Aide aux manifestations littéraires,https://www.iledefrance.fr/aides-et-appels-a-projets/115,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Livre,"associations, collectivites",national,Île-de-France,,,"La Région accompagne les manifestations littéraires inscrites dans une dynamique territoriale, favorisant la découverte de la création littéraire et des auteurs, et associant les acteurs de la chaîne du livre.",,gwenaelle.hamelin@iledefrance.fr,74762101076047a8,permanent,permanent,True,
Plan route de demain : Sécurité routière,https://www.iledefrance.fr/aides-et-appels-a-projets/606,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Sécurité,collectivites,national,Île-de-France,,,"La Région soutient un programme de lutte contre l'insécurité routière, qui demeure préoccupante en Île-de-France. Ce programme porte sur l'infrastructure, la protection des usagers les plus vulnérables et la sécurisation des passages à niveaux.",,directiondestransports@iledefrance.fr,8e0720edf6c34951,permanent,permanent,True,
Soutien aux actions d'innovation en matière de logistique,https://www.iledefrance.fr/aides-et-appels-a-projets/100,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Smart Région,"entreprises, professionnels, collectivites",national,Île-de-France,,,"La Région soutient l'émergence de solutions innovantes pour répondre aux enjeux d'une « smart logistique », vecteur de développement économique et social.",,directiondestransports@iledefrance.fr,f3f08df72fe6b714,permanent,permanent,True,
100 000 ENTREPRENEURS : Programme « Témoignages inspirants »,https://www.iledefrance.fr/aides-et-appels-a-projets/471,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,education-jeunesse,,"etablissements, particuliers",national,Île-de-France,,,Sensibiliser les jeunes lycéens et lycéennes franciliens et franciliennes à l’état d’esprit d’entreprendre par des témoignages de personnes partageant leur cheminement professionnel au sein des classes. www.100000entrepreneurs.com.,,josephine.boulinguez@100000entrepreneurs.com,e3535eae8f8d7c50,permanent,permanent,True,
Aide à la restauration et à l'aménagement des maisons ou des ateliers d'artistes remarquables,https://www.iledefrance.fr/aides-et-appels-a-projets/204,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Attractivité|||Patrimoine,"associations, particuliers, professionnels, collectivites",national,Île-de-France,,,La Région contribue à préserver et favoriser l'ouverture des maisons d'artistes au public. Ces lieux sont constitutifs du patrimoine et témoins de la présence de personnages remarquables.,,heloise.maille-virole@iledefrance.fr,cd02fd2624895d20,permanent,permanent,True,
Aide à la librairie indépendante,https://www.iledefrance.fr/aides-et-appels-a-projets/151,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Attractivité,"associations, entreprises, professionnels",national,Île-de-France,,,"La Région soutient les librairies indépendantes qui constituent ou renforcent leur fonds, ou qui sont en en phase de création, reprise, déménagement ou rénovation.",,laurence.vintejoux@iledefrance.fr,f5ec1119cce26b0a,permanent,permanent,True,
Soutien régional aux évènements sportifs et Esportifs se déroulant en Île-de-France,https://www.iledefrance.fr/aides-et-appels-a-projets/708,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,,"associations, entreprises, professionnels, collectivites",national,Île-de-France,,,"La Région ambitionne de soutenir aussi bien des événements sportifs internationaux que des manifestations plus locales qui promeuvent les pratiques sportives (pratiques émergentes, e-sport, sport-santé, parasport...).",,laurent.toutain@iledefrance.fr,c4c155437fc8acef,permanent,permanent,True,
Soutien au maintien et à la sécurisation des professionnels de santé libéraux,https://www.iledefrance.fr/aides-et-appels-a-projets/27,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,"sante-handicap, solidarite-inclusion",Région solidaire,"entreprises, professionnels",national,Île-de-France,,,"Dans le cadre du plan Région solidaire, la Région s'engage aux côtés des professionnels libéraux omnipraticiens ou spécialistes d'accès direct, qu'ils exercent seuls ou en cabinet de groupe.",,sante@iledefrance.fr,1206c16a9a11246c,permanent,permanent,True,
Îlots de fraîcheur,https://www.iledefrance.fr/aides-et-appels-a-projets/420,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,environnement-transition,,"etablissements, associations, collectivites",national,Île-de-France,,,"La Région encourage les projets favorisant l’adaptation locale des territoires aux effets du changement climatique, en s’appuyant sur les solutions fondées sur la nature.",,biodiversite@iledefrance.fr,d71129217147b79c,permanent,permanent,True,
PASS 1 ENTREPRENEUR#LEADER : JE CREE MON ENTREPRISE,https://www.iledefrance.fr/aides-et-appels-a-projets/792,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-04-01,,autre,Attractivité|||Emploi,"entreprises, professionnels, particuliers",national,Île-de-France,,,"La Région Île-de-France s'engage pour la création/reprise d'entreprise en contribuant au financement d'accompagnements individuels réalisés par ses partenaires-experts. Avec le Pass 1 « Je crée mon entreprise », concrétisez votre projet d'entreprise.",,aides.economiques@iledefrance.fr,f5f13d385f2a8bad,permanent,permanent,True,
PASS 3 ENTREPRENEUR#LEADER : JE DIRIGE MON ENTREPRISE,https://www.iledefrance.fr/aides-et-appels-a-projets/795,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2025-04-01,,autre,Attractivité|||Emploi,"entreprises, professionnels",national,Île-de-France,,,"La Région Île-de-France s'engage pour la création/reprise d'entreprise en contribuant au financement d'accompagnements individuels réalisés par ses partenaires-experts. Avec le Pass 3 « Je dirige mon entreprise », faites grandir votre d'entreprise.",,aides.economiques@iledefrance.fr,0b028188c0e60804,permanent,permanent,True,
Aide aux projets des réseaux franciliens œuvrant à la valorisation du patrimoine,https://www.iledefrance.fr/aides-et-appels-a-projets/111,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Patrimoine|||Attractivité,"associations, professionnels",national,Île-de-France,,,La Région accompagne les réseaux structurants qui mettent en valeur le patrimoine et contribuent à favoriser les synergies entre acteurs professionnels et associatifs du secteur.,,heloise.maille-virole@iledefrance.fr,0ccfcb476bf9f740,permanent,permanent,True,
Résorption des dépôts sauvages de déchets sur les terres agricoles,https://www.iledefrance.fr/aides-et-appels-a-projets/63,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,"culture-sport, environnement-transition",Budget participatif,professionnels,national,Île-de-France,,,La Région prend en charge une partie des coûts supportés par les agriculteurs lorsque leur activité est affectée par la présence de déchets sur les parcelles.,,agriculture@iledefrance.fr,5a39345798be420e,permanent,permanent,True,
"Aide aux communes, EPCI et établissements d'enseignement supérieur mobilisés dans la vaccination",https://www.iledefrance.fr/aides-et-appels-a-projets/426,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2021-01-20,,"sante-handicap, solidarite-inclusion",,"etablissements, collectivites",national,Île-de-France,,,La Région accompagne les collectivités territoriales et les établissements d'enseignement supérieur qui mettent en place des centres de vaccination anti-Covid ou investissent dans des équipements sanitaires tels que des purificateurs d'air.,,pierre.faivre@iledefrance.fr,c15a5e4872ed18c5,permanent,permanent,True,
Impact local,https://www.iledefrance.fr/aides-et-appels-a-projets/228,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,"sante-handicap, solidarite-inclusion",Emploi,"entreprises, professionnels, particuliers",national,Île-de-France,,,"En apportant son soutien financier au fonds IMPACT Création IDF porté par IMPACT Partenaires, la Région et ses partenaires facilitent l'implantation de commerces franchisés dans les quartiers politiques de la ville (QPV) avec Impact local.",,,c3174e7bb6b321ff,permanent,permanent,True,
APPEL A MANIFESTATION D’INTERET - Activité économique de surf sur l'île de loisirs de Vaires-Torcy,https://www.iledefrance.fr/aides-et-appels-a-projets/279,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,autre,Smart Région|||Attractivité,"entreprises, professionnels, particuliers",national,Île-de-France,,,la Région Ile de France invite les éventuels candidats en mesure de faire une proposition de développement d’une activité économique de surf sur le domaine public de l’Ile de loisirs de Vaires (77) à répondre à cet appel à manifestation d’intérêt.,,,fd39f4f3383d2bfd,permanent,permanent,True,
Investissement culturel Aide à l'acquisition construction restauration structures itinérantes (SV),https://www.iledefrance.fr/aides-et-appels-a-projets/541,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2021-12-31,,culture-sport,Spectacle vivant,"associations, professionnels, collectivites",national,Île-de-France,,,"La Région soutient les collectivités territoriales et/ou leurs mandataires et, les structures privées dans leur projet d'acquisitions, construction et restauration de structures itinérantes.",,christine.vacher@iledefrance.fr,3bc50c76a2018d38,permanent,permanent,True,
Logement : Dispositif de soutien au bail réel solidaire (BRS),https://www.iledefrance.fr/aides-et-appels-a-projets/528,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,"sante-handicap, solidarite-inclusion",,"associations, collectivites",national,Île-de-France,,,La Région soutient la création de logements en bail réel solidaire (BRS) dédiés à l'accession à la propriété ou à son maintien dans le cadre de copropriétés en difficulté sous label régional. Délibération n° CR 2022-004 du 16 février 2022,,loic.gandais@iledefrance.fr,2928a1d0d482c8a4,permanent,permanent,True,
Modernisation de l'éclairage public et réduction de la pollution lumineuse,https://www.iledefrance.fr/aides-et-appels-a-projets/327,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2022-12-31,,environnement-transition,Budget participatif,collectivites,national,Île-de-France,,,La Région soutient les collectivités prêtes à installer un nouvel éclairage moins énergivore et mieux pensé pour la sécurité des personnes et la préservation de la biodiversité nocturne.,,aap-eclairage-public@iledefrance.fr,a7c31f76f964df24,permanent,permanent,True,
"Affirmer le principe de laïcité, les valeurs de la République et la prévention de la radicalisation",https://www.iledefrance.fr/aides-et-appels-a-projets/530,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2024-04-14,,autre,,"associations, collectivites",national,Île-de-France,,,"La Région est engagée dans la défense des valeurs de la République, et dans la lutte contre la radicalisation. A cette fin, elle souhaite mobiliser très largement les partenaires publics et privés, les acteurs du sport, les associations jeunesse et d’éducation populaire et les collectivités territoriales.",,preventionradicalisation@iledefrance.fr,d5b9e12902a5f039,permanent,permanent,True,
Aide à la rénovation thermique des logements sociaux,https://www.iledefrance.fr/aides-et-appels-a-projets/318,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,environnement-transition,,"associations, collectivites",national,Île-de-France,,,La Région soutient la rénovation thermique des passoires énergétiques dans le parc social,,melissa.lhostis@iledefrance.fr,3fdcb55d464a2f1f,permanent,permanent,True,
Prêt d'amorcage,https://www.iledefrance.fr/aides-et-appels-a-projets/223,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,autre,Attractivité,"entreprises, professionnels",national,Île-de-France,,,"Avec le prêt d'amorçage, la Région, en partenariat avec Bpifrance, soutient financièrement les petites entreprises innovantes afin de renforcer leur structure financière et préparer leur future levée de fonds.",,,19510e7a74711a16,permanent,permanent,True,
FEADER - Aide à l'installation du jeune agriculteur,https://www.iledefrance.fr/aides-et-appels-a-projets/595,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2023-03-29,,culture-sport,,professionnels,national,Île-de-France,,,"La Région apporte une aide à la trésorerie aux agriculteurs de 18 à moins de 40 ans ayant un projet de première installation à titre principal, à titre secondaire ou progressive.",,feader.installation@iledefrance.fr,40ff773d614a37bf,permanent,permanent,True,
Soutien régional à la création et à la réhabilitation d'équipements sportifs franciliens,https://www.iledefrance.fr/aides-et-appels-a-projets/706,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2024-04-04,,culture-sport,Handicap|||Jeux olympiques et paralympiques 2024,"associations, entreprises, professionnels, collectivites",national,Île-de-France,,,"La Région entend, à travers cette aide, réduire les carences en équipements sportifs et favoriser la pratique sportive des Franciliens, avec une attention particulière portée au public féminin, aux personnes en situation de handicap et aux lycéens.",,mathieu.leopold@iledefrance.fr,4323271b93eced14,permanent,permanent,True,
Chèque prévention,https://www.iledefrance.fr/aides-et-appels-a-projets/596,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2023-04-03,,autre,Attractivité|||Emploi,"associations, entreprises, professionnels",national,Île-de-France,,,"Dans un contexte d'augmentation des défaillances, la Région se mobilise pour favoriser l’accès des entreprises franciliennes aux procédures amiables de prévention, afin de préserver l'activité et les emplois.",,cheque-prevention-idf@asp-public.fr,db336faa5546bc8a,permanent,permanent,True,
Fonds d'acquisition exceptionnelle pour les collections des musées,https://www.iledefrance.fr/aides-et-appels-a-projets/480,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Patrimoine|||Attractivité,"associations, professionnels, collectivites",national,Île-de-France,,,"La Région soutient la politique d'acquisition des musées de France. Par cette action, elle a pour ambition d'enrichir les collections des musées et de renforcer l'attractivité touristique et culturelle de l'Île-de-France.",,heloise.maille-virole@iledefrance.fr,f907d8188c662e51,permanent,permanent,True,
Construction et restauration des orgues à tuyaux,https://www.iledefrance.fr/aides-et-appels-a-projets/45,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Patrimoine,"associations, professionnels, collectivites",national,Île-de-France,,,La Région soutient la préservation des orgues franciliens et le développement d’une programmation culturelle autour de ces instruments à destination du public.,,heloise.maille-virole@iledefrance.fr,aca230aa6a9fd776,permanent,permanent,True,
Soutien à la restauration et à l'aménagement du patrimoine labellisé d'intérêt régional,https://www.iledefrance.fr/aides-et-appels-a-projets/112,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Patrimoine|||Attractivité,"associations, particuliers, professionnels, collectivites",national,Île-de-France,,,"La Région contribue à préserver et favoriser l'ouverture des édifices ou ensembles labellisés d'intérêt régional. Cette démarche renforce l'attractivité touristique de l'Île-de-France, et met l'accent sur un patrimoine remarquable souvent méconnu.",,heloise.maille-virole@iledefrance.fr,968b55d1328a6c64,permanent,permanent,True,
Dispositif Europe,https://www.iledefrance.fr/aides-et-appels-a-projets/120,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,autre,,"etablissements, associations, entreprises, professionnels",national,Île-de-France,,,"La Région soutient les actions de valorisation de l’action européenne sur le territoire francilien (essentiellement des actions de pédagogie, d'information ou de communication).",,europe@iledefrance.fr,0fd9c16c703c2d6a,permanent,permanent,True,
Une région solidaire qui soutient et accompagne les professionnels de santé,https://www.iledefrance.fr/aides-et-appels-a-projets/459,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2019-06-17,,"sante-handicap, solidarite-inclusion",,"etablissements, associations, collectivites",national,Île-de-France,,,"Dans le cadre de sa politique Région solidaire, la Région souhaite prendre soin de ceux qui prennent soin des Franciliens en soutenant des actions qui améliorent le bien-être et les conditions d'exercice des professionnels de santé.",https://mesdemarches.iledefrance.fr/,sante@iledefrance.fr,13f96dbd769926a6,permanent,permanent,True,
Pack Relance Île-de-France,https://www.iledefrance.fr/aides-et-appels-a-projets/430,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2021-02-03,,autre,Attractivité,"entreprises, professionnels",national,Île-de-France,,,"Pour accompagner les entreprises touchées par la crise, préserver l’emploi et permettre la relance de leurs activités, la Région propose l’accompagnement « Pack Relance Île-de-France » aux PME et ETI industrielles franciliennes.",,packrelance@iledefrance.fr,efa9eeabcab343c4,permanent,permanent,True,
Investissement culturel - Aide à l’aménagement et à l'équipement des cafés musicaux et culturels,https://www.iledefrance.fr/aides-et-appels-a-projets/443,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,Spectacle vivant,"associations, professionnels, collectivites",national,Île-de-France,,,"Ce dispositif de soutien s’adresse aux cafés situés en Île-de-France, proposant une programmation musicale et culturelle, qui souhaitent faire des travaux d'aménagement ou des acquisitions d'équipement.",,christine.vacher@iledefrance.fr,2094567748bec120,permanent,permanent,True,
Plan Vélo régional,https://www.iledefrance.fr/aides-et-appels-a-projets/92,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,culture-sport,,"associations, collectivites",national,Île-de-France,,,"La Région souhaite développer l’usage du vélo au quotidien. Le Plan vélo vise au triplement de la pratique par l’apport de réponses concrètes aux usagers : itinéraires sécurisés et jalonnés, stationnement, services (réparation, etc.)",,directiondestransports@iledefrance.fr,567072023f1c8f46,permanent,permanent,True,
Aide pour l’accompagnement des personnes vivant avec un Trouble du Spectre de l’autisme (TSA),https://www.iledefrance.fr/aides-et-appels-a-projets/661,iledefrance_opendata,Région Île-de-France,Région Île-de-France,2023-11-08,,"sante-handicap, solidarite-inclusion",Handicap,"associations, collectivites",national,Île-de-France,,,"La Région, qui a érigé l'autisme grande cause régionale 2022, soutient des projets visant à mieux repérer, diagnostiquer et soigner le trouble du spectre autistique, à mieux le vivre au quotidien et à mieux le faire connaître.",,delegationhandicap@iledefrance.fr,3d24e9ccb65c0790,permanent,permanent,True,
Reconquête de la biodiversité,https://www.iledefrance.fr/aides-et-appels-a-projets/40,iledefrance_opendata,Région Île-de-France,Région Île-de-France,,,environnement-transition,,"etablissements, associations, collectivites",national,Île-de-France,,,La Région et l'Agence régionale de la biodiversité (ARB) soutiennent les acteurs franciliens qui s’engagent en faveur de la biodiversité à travers un appel à projets dédié. L’appel à projets concerne tout le territoire francilien.,,biodiversite@iledefrance.fr,40fa750c99f2faf6,permanent,permanent,True,
